"","year","pblim","pblow","pzero","paboveFmsy","Ass","Rule","Rec","INN","OER"
"1",2020,0.579,1,0,0.003,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"2",2021,0.611,0.999,0,0.579,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"3",2022,0.51,0.999,0,0.669,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"4",2023,0.377,0.999,0,0.621,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"5",2024,0.306,0.996,0,0.668,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"6",2025,0.26,0.994,0,0.648,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"7",2026,0.224,0.988,0,0.548,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"8",2027,0.204,0.981,0,0.548,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"9",2028,0.197,0.982,0,0.591,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"10",2029,0.199,0.988,0,0.617,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"11",2030,0.198,0.978,0,0.615,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"12",2031,0.185,0.979,0,0.62,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"13",2032,0.19,0.985,0,0.641,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"14",2033,0.192,0.982,0,0.631,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"15",2034,0.196,0.979,0,0.665,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"16",2035,0.202,0.985,0,0.649,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"17",2036,0.215,0.973,0,0.647,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"18",2037,0.193,0.977,0,0.684,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"19",2038,0.182,0.973,0,0.71,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"20",2039,0.178,0.974,0,0.674,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"21",2040,0.179,0.984,0,0.712,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"22",2041,0.145,0.966,0,0.744,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"23",2042,0.157,0.962,0,0.719,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"24",2043,0.163,0.966,0,0.738,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"25",2044,0.152,0.965,0,0.762,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"26",2045,0.159,0.949,0,0.769,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"27",2046,0.161,0.959,0,0.773,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"28",2047,0.175,0.968,0,0.792,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"29",2048,0.175,0.958,0,0.771,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"30",2049,0.167,0.955,0,0.795,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"31",2050,0.149,0.954,0,0.796,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"32",2051,0.171,0.955,0,0.793,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"33",2052,0.177,0.961,0,0.822,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"34",2053,0.159,0.945,0,0.818,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"35",2054,0.158,0.958,0,0.795,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"36",2055,0.141,0.941,0,0.814,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"37",2056,0.141,0.933,0,0.837,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"38",2057,0.137,0.94,0,0.815,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"39",2058,0.154,0.941,0,0.838,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"40",2059,0.169,0.934,0,0.832,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"41",2060,0.15,0.923,0,0.824,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"42",2061,0.143,0.929,0,0.848,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"43",2062,0.149,0.934,0,0.857,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"44",2063,0.155,0.944,0,0.828,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"45",2064,0.154,0.944,0,0.836,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"46",2065,0.164,0.941,0,0.861,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"47",2066,0.133,0.945,0,0.849,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"48",2067,0.13,0.96,0,0.871,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"49",2068,0.149,0.956,0,0.894,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"50",2069,0.137,0.948,0,0.872,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"51",2070,0.127,0.946,0,0.885,"ASSss3","HCR10","REClow","INNvar","OERnaq"
"52",2020,0.592,1,0,0.003,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"53",2021,0.825,0.998,0,0.441,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"54",2022,0.883,0.999,0,0.491,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"55",2023,0.913,0.999,0,0.515,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"56",2024,0.945,1,0,0.562,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"57",2025,0.956,0.999,0,0.566,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"58",2026,0.951,0.999,0,0.514,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"59",2027,0.956,0.999,0,0.511,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"60",2028,0.961,1,0,0.489,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"61",2029,0.967,1,0,0.522,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"62",2030,0.953,1,0,0.503,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"63",2031,0.972,0.999,0,0.476,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"64",2032,0.976,1,0,0.499,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"65",2033,0.974,1,0,0.497,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"66",2034,0.976,1,0,0.448,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"67",2035,0.981,1,0,0.463,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"68",2036,0.98,1,0,0.487,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"69",2037,0.974,1,0,0.502,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"70",2038,0.967,1,0,0.499,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"71",2039,0.974,1,0,0.46,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"72",2040,0.977,1,0,0.482,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"73",2041,0.965,1,0,0.5,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"74",2042,0.971,1,0,0.521,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"75",2043,0.978,1,0,0.509,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"76",2044,0.974,1,0,0.497,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"77",2045,0.969,1,0,0.507,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"78",2046,0.969,1,0,0.485,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"79",2047,0.969,1,0,0.499,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"80",2048,0.962,1,0,0.482,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"81",2049,0.968,1,0,0.473,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"82",2050,0.974,1,0,0.475,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"83",2051,0.967,1,0,0.485,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"84",2052,0.977,1,0,0.477,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"85",2053,0.971,1,0,0.45,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"86",2054,0.977,1,0,0.45,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"87",2055,0.976,1,0,0.464,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"88",2056,0.974,1,0,0.454,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"89",2057,0.975,1,0,0.486,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"90",2058,0.978,1,0,0.51,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"91",2059,0.973,1,0,0.494,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"92",2060,0.965,1,0,0.512,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"93",2061,0.959,0.999,0,0.52,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"94",2062,0.969,1,0,0.51,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"95",2063,0.968,1,0,0.511,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"96",2064,0.97,1,0,0.504,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"97",2065,0.972,1,0,0.513,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"98",2066,0.974,0.997,0,0.494,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"99",2067,0.979,1,0,0.494,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"100",2068,0.976,1,0,0.524,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"101",2069,0.978,1,0,0.549,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"102",2070,0.967,1,0,0.54,"ASSss3","HCR10","REClowmed","INNvar","OERnaq"
"103",2020,0.588,1,0,0.003,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"104",2021,0.681,1,0,0.482,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"105",2022,0.709,1,0,0.523,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"106",2023,0.707,1,0,0.521,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"107",2024,0.721,0.997,0,0.57,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"108",2025,0.726,0.998,0,0.578,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"109",2026,0.734,0.993,0,0.531,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"110",2027,0.739,0.994,0,0.503,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"111",2028,0.74,0.995,0,0.521,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"112",2029,0.748,0.998,0,0.55,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"113",2030,0.753,0.993,0,0.531,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"114",2031,0.758,0.992,0,0.52,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"115",2032,0.765,0.996,0,0.545,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"116",2033,0.771,0.992,0,0.529,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"117",2034,0.776,0.994,0,0.501,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"118",2035,0.784,0.994,0,0.528,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"119",2036,0.782,0.991,0,0.518,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"120",2037,0.791,0.995,0,0.546,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"121",2038,0.782,0.993,0,0.548,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"122",2039,0.797,0.991,0,0.51,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"123",2040,0.806,0.994,0,0.529,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"124",2041,0.806,0.991,0,0.522,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"125",2042,0.801,0.989,0,0.55,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"126",2043,0.798,0.987,0,0.536,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"127",2044,0.805,0.99,0,0.537,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"128",2045,0.809,0.988,0,0.558,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"129",2046,0.818,0.985,0,0.531,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"130",2047,0.819,0.988,0,0.545,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"131",2048,0.814,0.989,0,0.541,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"132",2049,0.822,0.99,0,0.542,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"133",2050,0.826,0.99,0,0.538,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"134",2051,0.833,0.993,0,0.541,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"135",2052,0.838,0.992,0,0.553,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"136",2053,0.841,0.994,0,0.536,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"137",2054,0.843,0.994,0,0.536,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"138",2055,0.839,0.995,0,0.544,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"139",2056,0.843,0.991,0,0.536,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"140",2057,0.852,0.994,0,0.532,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"141",2058,0.848,0.993,0,0.553,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"142",2059,0.851,0.995,0,0.55,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"143",2060,0.842,0.992,0,0.569,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"144",2061,0.833,0.996,0,0.57,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"145",2062,0.835,0.993,0,0.563,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"146",2063,0.824,0.994,0,0.561,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"147",2064,0.822,0.996,0,0.546,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"148",2065,0.831,0.993,0,0.541,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"149",2066,0.828,0.996,0,0.535,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"150",2067,0.835,0.995,0,0.545,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"151",2068,0.836,0.996,0,0.57,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"152",2069,0.831,0.995,0,0.6,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"153",2070,0.826,0.993,0,0.585,"ASSss3","HCR10","RECmix","INNvar","OERnaq"
"154",2020,0.583,0.997,0,0.005,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"155",2021,0.605,0.999,0,0.439,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"156",2022,0.528,1,0,0.536,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"157",2023,0.408,0.999,0,0.538,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"158",2024,0.342,0.997,0,0.602,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"159",2025,0.286,0.998,0,0.613,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"160",2026,0.252,0.994,0,0.513,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"161",2027,0.256,0.987,0,0.533,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"162",2028,0.233,0.989,0,0.575,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"163",2029,0.225,0.991,0,0.611,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"164",2030,0.229,0.982,0,0.608,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"165",2031,0.21,0.983,0,0.612,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"166",2032,0.204,0.991,0,0.643,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"167",2033,0.209,0.99,0,0.623,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"168",2034,0.218,0.992,0,0.629,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"169",2035,0.244,0.985,0,0.63,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"170",2036,0.238,0.983,0,0.639,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"171",2037,0.241,0.991,0,0.674,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"172",2038,0.219,0.979,0,0.699,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"173",2039,0.208,0.98,0,0.684,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"174",2040,0.211,0.981,0,0.72,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"175",2041,0.201,0.973,0,0.745,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"176",2042,0.191,0.974,0,0.717,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"177",2043,0.186,0.981,0,0.733,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"178",2044,0.187,0.978,0,0.75,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"179",2045,0.181,0.971,0,0.765,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"180",2046,0.215,0.967,0,0.763,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"181",2047,0.218,0.972,0,0.785,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"182",2048,0.228,0.96,0,0.761,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"183",2049,0.204,0.969,0,0.789,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"184",2050,0.192,0.967,0,0.784,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"185",2051,0.209,0.968,0,0.791,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"186",2052,0.206,0.977,0,0.813,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"187",2053,0.215,0.969,0,0.8,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"188",2054,0.197,0.971,0,0.795,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"189",2055,0.2,0.963,0,0.801,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"190",2056,0.191,0.962,0,0.822,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"191",2057,0.188,0.962,0,0.806,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"192",2058,0.217,0.97,0,0.825,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"193",2059,0.222,0.966,0,0.831,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"194",2060,0.211,0.968,0,0.833,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"195",2061,0.196,0.961,0,0.852,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"196",2062,0.19,0.958,0,0.849,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"197",2063,0.203,0.964,0,0.841,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"198",2064,0.213,0.969,0,0.835,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"199",2065,0.215,0.957,0,0.853,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"200",2066,0.175,0.972,0,0.848,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"201",2067,0.18,0.969,0,0.855,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"202",2068,0.18,0.969,0,0.887,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"203",2069,0.198,0.963,0,0.887,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"204",2070,0.166,0.96,0,0.88,"ASSss3","HCR13","REClow","INNvar","OERnaq"
"205",2020,0.599,1,0,0.006,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"206",2021,0.824,0.996,0,0.215,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"207",2022,0.897,0.999,0,0.153,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"208",2023,0.927,0.999,0,0.107,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"209",2024,0.948,1,0,0.081,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"210",2025,0.967,1,0,0.078,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"211",2026,0.964,1,0,0.063,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"212",2027,0.967,0.999,0,0.051,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"213",2028,0.98,1,0,0.042,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"214",2029,0.984,1,0,0.042,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"215",2030,0.979,1,0,0.034,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"216",2031,0.989,1,0,0.035,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"217",2032,0.991,1,0,0.038,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"218",2033,0.99,1,0,0.032,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"219",2034,0.989,1,0,0.033,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"220",2035,0.991,1,0,0.037,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"221",2036,0.994,1,0,0.024,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"222",2037,0.988,1,0,0.021,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"223",2038,0.991,1,0,0.027,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"224",2039,0.988,1,0,0.03,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"225",2040,0.986,1,0,0.032,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
