"","year","pblim","pblow","pzero","paboveFmsy","Ass","Rule","Rec","INN","OER"
"226",2041,0.985,1,0,0.042,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"227",2042,0.988,1,0,0.046,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"228",2043,0.992,1,0,0.023,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"229",2044,0.991,1,0,0.025,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"230",2045,0.998,1,0,0.028,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"231",2046,0.994,1,0,0.032,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"232",2047,0.997,1,0,0.036,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"233",2048,0.988,1,0,0.036,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"234",2049,0.985,1,0,0.029,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"235",2050,0.988,1,0,0.031,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"236",2051,0.986,1,0,0.021,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"237",2052,0.993,1,0,0.027,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"238",2053,0.985,1,0,0.029,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"239",2054,0.997,1,0,0.028,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"240",2055,0.993,1,0,0.024,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"241",2056,0.988,1,0,0.032,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"242",2057,0.988,1,0,0.027,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"243",2058,0.991,1,0,0.021,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"244",2059,0.989,1,0,0.021,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"245",2060,0.991,1,0,0.023,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"246",2061,0.99,1,0,0.032,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"247",2062,0.99,1,0,0.03,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"248",2063,0.991,1,0,0.033,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"249",2064,0.994,1,0,0.032,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"250",2065,0.986,1,0,0.028,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"251",2066,0.992,1,0,0.022,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"252",2067,0.992,1,0,0.024,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"253",2068,0.993,1,0,0.023,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"254",2069,0.994,1,0,0.022,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"255",2070,0.992,1,0,0.028,"ASSss3","HCR13","REClowmed","INNvar","OERnaq"
"256",2020,0.603,1,0,0.003,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"257",2021,0.681,1,0,0.281,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"258",2022,0.715,1,0,0.264,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"259",2023,0.721,1,0,0.212,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"260",2024,0.737,0.998,0,0.191,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"261",2025,0.745,0.998,0,0.201,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"262",2026,0.761,0.997,0,0.168,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"263",2027,0.773,0.995,0,0.16,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"264",2028,0.776,0.995,0,0.161,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"265",2029,0.781,0.998,0,0.163,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"266",2030,0.789,0.995,0,0.149,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"267",2031,0.804,0.994,0,0.151,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"268",2032,0.817,0.997,0,0.148,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"269",2033,0.827,0.998,0,0.146,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"270",2034,0.834,0.996,0,0.142,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"271",2035,0.844,0.994,0,0.137,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"272",2036,0.847,0.997,0,0.132,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"273",2037,0.849,0.998,0,0.128,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"274",2038,0.851,0.999,0,0.138,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"275",2039,0.857,0.994,0,0.117,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"276",2040,0.862,0.996,0,0.12,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"277",2041,0.861,0.995,0,0.117,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"278",2042,0.868,0.997,0,0.128,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"279",2043,0.866,0.997,0,0.116,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"280",2044,0.872,0.995,0,0.107,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"281",2045,0.88,0.997,0,0.123,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"282",2046,0.883,0.991,0,0.12,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"283",2047,0.889,0.994,0,0.114,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"284",2048,0.898,0.991,0,0.091,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"285",2049,0.904,0.994,0,0.098,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"286",2050,0.905,0.992,0,0.093,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"287",2051,0.908,0.992,0,0.079,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"288",2052,0.914,0.997,0,0.076,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"289",2053,0.918,0.998,0,0.088,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"290",2054,0.92,0.997,0,0.085,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"291",2055,0.918,0.996,0,0.088,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"292",2056,0.92,0.997,0,0.085,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"293",2057,0.928,0.998,0,0.074,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"294",2058,0.928,0.999,0,0.068,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"295",2059,0.933,0.999,0,0.073,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"296",2060,0.928,0.998,0,0.072,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"297",2061,0.927,0.999,0,0.071,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"298",2062,0.933,0.995,0,0.073,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"299",2063,0.931,0.997,0,0.078,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"300",2064,0.936,1,0,0.077,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"301",2065,0.934,0.998,0,0.073,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"302",2066,0.927,1,0,0.068,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"303",2067,0.931,0.999,0,0.07,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"304",2068,0.935,1,0,0.083,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"305",2069,0.932,1,0,0.071,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"306",2070,0.935,0.999,0,0.078,"ASSss3","HCR13","RECmix","INNvar","OERnaq"
"307",2020,0.577,0.999,0,0.004,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"308",2021,0.6,1,0,0.226,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"309",2022,0.54,1,0,0.286,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"310",2023,0.422,1,0,0.319,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"311",2024,0.378,0.998,0,0.413,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"312",2025,0.325,0.997,0,0.462,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"313",2026,0.286,0.993,0,0.382,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"314",2027,0.282,0.993,0,0.413,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"315",2028,0.245,0.991,0,0.461,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"316",2029,0.244,0.994,0,0.49,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"317",2030,0.251,0.988,0,0.468,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"318",2031,0.24,0.986,0,0.498,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"319",2032,0.242,0.989,0,0.51,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"320",2033,0.252,0.987,0,0.497,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"321",2034,0.243,0.989,0,0.52,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"322",2035,0.281,0.984,0,0.509,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"323",2036,0.291,0.981,0,0.483,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"324",2037,0.283,0.99,0,0.54,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"325",2038,0.264,0.987,0,0.554,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"326",2039,0.247,0.986,0,0.557,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"327",2040,0.254,0.982,0,0.582,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"328",2041,0.232,0.978,0,0.613,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"329",2042,0.242,0.981,0,0.581,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"330",2043,0.234,0.988,0,0.592,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"331",2044,0.231,0.983,0,0.63,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"332",2045,0.216,0.974,0,0.628,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"333",2046,0.261,0.972,0,0.617,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"334",2047,0.258,0.983,0,0.618,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"335",2048,0.27,0.98,0,0.625,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"336",2049,0.251,0.977,0,0.636,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"337",2050,0.243,0.978,0,0.656,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"338",2051,0.248,0.977,0,0.655,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"339",2052,0.248,0.989,0,0.657,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"340",2053,0.265,0.982,0,0.659,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"341",2054,0.238,0.979,0,0.651,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"342",2055,0.226,0.968,0,0.659,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"343",2056,0.23,0.971,0,0.69,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"344",2057,0.231,0.972,0,0.677,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"345",2058,0.255,0.976,0,0.683,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"346",2059,0.238,0.969,0,0.689,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"347",2060,0.242,0.965,0,0.671,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"348",2061,0.208,0.968,0,0.699,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"349",2062,0.202,0.973,0,0.721,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"350",2063,0.221,0.973,0,0.698,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"351",2064,0.231,0.975,0,0.694,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"352",2065,0.234,0.962,0,0.714,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"353",2066,0.236,0.976,0,0.711,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"354",2067,0.216,0.983,0,0.726,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"355",2068,0.221,0.977,0,0.738,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"356",2069,0.239,0.984,0,0.721,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"357",2070,0.215,0.973,0,0.725,"ASSss3","HCR14","REClow","INNvar","OERnaq"
"358",2020,0.598,1,0,0.003,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"359",2021,0.831,0.998,0,0.075,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"360",2022,0.904,0.998,0,0.045,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"361",2023,0.934,0.999,0,0.027,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"362",2024,0.952,1,0,0.016,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"363",2025,0.975,1,0,0.014,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"364",2026,0.971,1,0,0.016,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"365",2027,0.974,0.999,0,0.01,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"366",2028,0.98,1,0,0.01,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"367",2029,0.984,1,0,0.01,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"368",2030,0.981,1,0,0.004,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"369",2031,0.989,1,0,0.005,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"370",2032,0.994,1,0,0.004,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"371",2033,0.996,1,0,0.004,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"372",2034,0.994,1,0,0.002,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"373",2035,0.993,1,0,0.003,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"374",2036,0.995,1,0,0.002,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"375",2037,0.993,1,0,0.005,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"376",2038,0.99,1,0,0.005,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"377",2039,0.992,1,0,0.005,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"378",2040,0.993,1,0,0.003,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"379",2041,0.992,1,0,0.002,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"380",2042,0.996,1,0,0.002,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"381",2043,0.994,1,0,0.002,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"382",2044,0.996,1,0,0.001,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"383",2045,1,1,0,0,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"384",2046,0.995,1,0,0.002,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"385",2047,0.997,1,0,0.002,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"386",2048,0.996,1,0,0.005,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"387",2049,0.99,1,0,0.004,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"388",2050,0.995,1,0,0.003,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"389",2051,0.99,1,0,0.002,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"390",2052,0.993,1,0,0.006,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"391",2053,0.992,1,0,0.002,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"392",2054,0.998,1,0,0.002,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"393",2055,0.997,1,0,0.003,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"394",2056,0.995,1,0,0.003,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"395",2057,0.994,1,0,0.004,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"396",2058,0.993,1,0,0.004,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"397",2059,0.995,1,0,0.002,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"398",2060,0.994,1,0,0.002,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"399",2061,0.994,1,0,0.003,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"400",2062,0.993,1,0,0,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"401",2063,0.995,1,0,0.002,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"402",2064,0.996,1,0,0.001,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"403",2065,0.993,1,0,0.002,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"404",2066,0.996,1,0,0.001,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"405",2067,0.994,1,0,0.001,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"406",2068,0.999,1,0,0.003,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"407",2069,0.997,1,0,0.003,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"408",2070,0.996,1,0,0.002,"ASSss3","HCR14","REClowmed","INNvar","OERnaq"
"409",2020,0.591,1,0,0.003,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"410",2021,0.676,0.998,0,0.168,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"411",2022,0.723,1,0,0.165,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"412",2023,0.735,1,0,0.138,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"413",2024,0.756,0.998,0,0.14,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"414",2025,0.776,0.999,0,0.116,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"415",2026,0.784,0.996,0,0.117,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"416",2027,0.798,0.995,0,0.108,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"417",2028,0.8,0.995,0,0.112,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"418",2029,0.807,0.999,0,0.124,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"419",2030,0.82,0.995,0,0.112,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"420",2031,0.832,0.996,0,0.103,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"421",2032,0.839,0.997,0,0.097,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"422",2033,0.851,0.996,0,0.088,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"423",2034,0.861,0.997,0,0.087,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"424",2035,0.869,0.996,0,0.091,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"425",2036,0.87,0.996,0,0.089,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"426",2037,0.878,0.999,0,0.088,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"427",2038,0.881,0.999,0,0.089,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"428",2039,0.889,0.997,0,0.08,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"429",2040,0.896,0.997,0,0.075,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"430",2041,0.898,0.996,0,0.071,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"431",2042,0.905,1,0,0.071,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"432",2043,0.901,0.998,0,0.069,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"433",2044,0.905,0.996,0,0.068,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"434",2045,0.916,0.997,0,0.072,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"435",2046,0.916,0.995,0,0.071,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"436",2047,0.917,0.996,0,0.066,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"437",2048,0.927,0.993,0,0.065,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"438",2049,0.928,0.997,0,0.057,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"439",2050,0.932,0.997,0,0.055,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"440",2051,0.934,0.997,0,0.046,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"441",2052,0.936,0.999,0,0.05,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"442",2053,0.945,0.999,0,0.043,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"443",2054,0.953,0.999,0,0.038,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"444",2055,0.95,0.997,0,0.046,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"445",2056,0.951,0.996,0,0.04,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"446",2057,0.951,0.998,0,0.037,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"447",2058,0.946,1,0,0.043,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"448",2059,0.955,1,0,0.037,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"449",2060,0.951,0.998,0,0.036,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"450",2061,0.951,0.999,0,0.035,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
"451",2062,0.955,0.998,0,0.03,"ASSss3","HCR14","RECmix","INNvar","OERnaq"
